Year,Name,College,POS,Height (in),Weight (lbs),Hand Size (in),Arm Length (in),Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,60Yd Shuttle
1991Chuck Webb,WebbCh20,1991,3,81,GNB,Chuck Webb,No,FB,FB,0,21,1991,0,0,0,0,0,2,,,,,,,,,,,,,,Tennessee,,
1991Darryl Wren,WrenDa20,1991,3,82,BUF,Darryl Wren,No,DB,DB,4,24,1994,0,0,0,4,,20,,,,,,,,,,,,3,,Pittsburg St.,,
1991Ed McCaffrey,McCaEd00,1991,3,83,NYG,Ed McCaffrey,No,WR,WR,19,23,2003,0,1,5,65,8,185,,,,,,3,21,0,565,7422,55,,,Stanford,,
1991Scott Zolak,ZolaSc00,1991,4,84,NWE,Scott Zolak,No,QB,QB,3,23,1999,0,0,0,4,4,55,124,248,1314,8,7,38,81,0,,,,,,Maryland,,
1991Pio Sagapolutele,SagaPi20,1991,4,85,CLE,Pio Sagapolutele,No,DT,DT,9,21,1997,0,0,2,18,8,92,,,,,,,,,,,,,7,San Diego St.,,
1991Dexter Davis,DaviDe20,1991,4,86,PHO,Dexter Davis,No,DB,DB,6,21,1995,0,0,0,6,4,59,,,,,,,,,,,,2,1,Clemson,,
1991Moe Gardner,GardMo20,1991,4,87,ATL,Moe Gardner,No,DT,DT,28,23,1996,0,0,6,28,28,90,,,,,,,,,,,,,10,Illinois,,
1991Sammy Walker,WalkSa20,1991,4,88,PIT,Sammy Walker,No,DB,DB,4,22,1993,0,0,0,4,3,26,,,,,,,,,,,,,,Texas Tech,,
1991Derek Russell,RussDe00,1991,4,89,DEN,Derek Russell,No,WR,WR,18,22,1997,0,0,2,22,14,88,,,,,,1,6,0,172,2401,8,,,Arkansas,,
1991Yancey Thigpen,ThigYa00,1991,4,90,SDG,Yancey Thigpen,No,WR,WR,18,22,2000,0,2,4,46,0,112,,,,,,2,4,0,313,5081,30,,,Winston-Salem St.,,
1991Kevin Scott,ScotKe21,1991,4,91,DET,Kevin Scott,No,DB,DB,8,22,1993,0,0,1,8,8,44,,,,,,,,,,,,4,,Stanford,,
1991Randy Baldwin,BaldRa00,1991,4,92,MIN,Randy Baldwin,No,RB,RB,3,24,1996,0,0,0,3,0,65,,,,,,74,231,0,6,50,1,,,Mississippi,,
1991Tony Covington,CoviTo20,1991,4,93,TAM,Tony Covington,No,DB,DB,8,23,1995,0,0,1,8,7,42,,,,,,,,,,,,4,1,Virginia,,
1991Mark Gunn,GunnMa20,1991,4,94,NYJ,Mark Gunn,No,DT,DT,12,23,1996,0,0,1,12,9,70,,,,,,,,,,,,,4.5,Pittsburgh,,
1991Mitch Donahue,DonaMi20,1991,4,95,SFO,Mitch Donahue,No,LB,LB,2,23,1994,0,0,0,2,1,31,,,,,,,,,,,,,,Wyoming,,
1991Mark Vander Poel,VandMa20,1991,4,96,IND,Mark Vander Poel,No,T,T,2,23,1992,0,0,0,2,2,23,,,,,,,,,,,,,,Colorado,,
1991Curvin Richards,RichCu00,1991,4,97,DAL,Curvin Richards,No,RB,RB,2,22,1993,0,0,0,2,2,12,,,,,,55,181,1,3,8,0,,,Pittsburgh,,
1991John Kasay,kasayjoh01,1991,4,98,SEA,John Kasay,No,K,K,17,21,2011,0,1,8,41,9,301,,,,,,,,,,,,,,Georgia,,
1991Donald Hollas,HollDo00,1991,4,99,CIN,Donald Hollas,No,QB,QB,3,23,1998,0,0,0,5,3,32,202,375,2399,13,21,61,295,1,,,,,,Rice,,
1991Rocket Ismail,IsmaRa00,1991,4,100,RAI,Rocket Ismail,No,WR,WR,19,21,2001,0,0,5,44,9,126,,,,,,58,423,2,363,5295,28,,,Notre Dame,,
1991David Rocker,RockDa20,1991,4,101,HOU,David Rocker,No,DT,DT,3,22,1994,0,0,0,3,,34,,,,,,,,,,,,,1.5,Auburn,,
1991Marcus Robertson,RobeMa21,1991,4,102,HOU,Marcus Robertson,No,DB,DB,28,21,2002,1,0,10,60,54,162,,,,,,,,,,,,24,1.5,Iowa St.,,
1991Adrian Cooper,CoopAd00,1991,4,103,PIT,Adrian Cooper,No,TE,TE,9,23,1996,0,0,3,8,3,77,,,,,,,,,87,1037,5,,,Oklahoma,,
1991William Thomas,ThomWi00,1991,4,104,PHI,William Thomas,No,LB,LB,42,23,2001,0,2,10,73,58,172,,,,,,,,,,,,27,37,Texas A&M,,
1991Joe Johnson,,1991,4,105,CHI,Joe Johnson,No,DB,DB,0,,,0,0,0,,,,,,,,,,,,,,,,,North Carolina St.,,
1991Bill Musgrave,MusgBi00,1991,4,106,DAL,Bill Musgrave,No,QB,QB,0,23,1996,0,0,0,1,,12,43,69,402,1,2,19,-11,0,,,,,,Oregon,,
1991Robert Bailey,BailRo20,1991,4,107,RAM,Robert Bailey,No,DB,DB,8,23,2001,0,0,1,18,7,146,,,,,,,,,,,,10,5,Miami (FL),,
1991Tony Hill,HillTo20,1991,4,108,DAL,Tony Hill,No,DE,DE,1,22,1992,0,0,0,1,1,13,,,,,,,,,,,,,,Tenn-Chattanooga,,
1991Rob Carpenter,CarpRo00,1991,4,109,CIN,Rob Carpenter,No,WR,WR,5,23,1995,0,0,0,5,,60,0,1,0,0,0,1,2,0,51,607,1,,,Syracuse,,
1991Kevin Harris,,1991,4,110,DAL,Kevin Harris,No,DE,DE,0,,,0,0,0,,,,,,,,,,,,,,,,,Texas Southern,,
1991Clarence Jones,JoneCl20,1991,4,111,NYG,Clarence Jones,No,T,T,8,23,2000,0,0,5,36,0,111,,,,,,,,,,,,,,Maryland,,
1991Jon Vaughn,VaugJo00,1991,5,112,NWE,Jon Vaughn,No,RB,RB,10,21,1994,0,0,0,9,6,61,1,2,13,1,0,207,846,4,23,178,1,,,Michigan,,
1991Bryan Cox,CoxxBr00,1991,5,113,MIA,Bryan Cox,No,LB,LB,50,23,2002,1,3,10,72,45,165,,,,,,,,,1,7,0,4,51.5,West. Illinois,,
1991James Goode,,1991,5,114,ATL,James Goode,No,LB,LB,0,,,0,0,0,,,,,,,,,,,,,,,,,Oklahoma,,
1991Greg Lewis,LewiGr00,1991,5,115,DEN,Greg Lewis,No,RB,RB,5,22,1992,0,0,0,5,5,32,0,1,0,0,0,172,644,8,6,39,0,,,Washington,,
1991Robert Young,YounRo20,1991,5,116,RAM,Robert Young,No,DE,DE,16,22,1996,0,0,3,20,15,78,,,,,,,,,,,,,20.5,Mississippi St.,,
1991Vance Hammond,,1991,5,117,PHO,Vance Hammond,No,DT,DT,0,,,0,0,0,,,,,,,,,,,,,,,,,Clemson,,
1991Scott Conover,ConoSc20,1991,5,118,DET,Scott Conover,No,T,T,13,23,1996,0,0,1,16,16,67,,,,,,,,,1,1,1,,,Purdue,,
1991Chris Thome,ThomCh22,1991,5,119,MIN,Chris Thome,No,C,C,1,22,1992,0,0,0,1,,11,,,,,,,,,,,,,,Minnesota,,
1991Terry Bagsby,,1991,5,120,TAM,Terry Bagsby,No,LB,LB,0,,,0,0,0,,,,,,,,,,,,,,,,,Texas A&M-Commerce,,
1991Gene Williams,WillGe20,1991,5,121,MIA,Gene Williams,No,G,G,14,22,1999,0,0,4,32,1,114,,,,,,,,,,,,,,Iowa St.,,
1991Merton Hanks,HankMe00,1991,5,122,SFO,Merton Hanks,No,DB,DB,37,23,1999,1,4,7,59,59,137,,,,,,,,,,,,33,3,Iowa,,
1991Duane Young,YounDu00,1991,5,123,SDG,Duane Young,No,TE,TE,3,23,1998,0,0,4,3,3,73,,,,,,,,,38,405,3,,,Michigan St.,,
1991Ben Coates,CoatBe00,1991,5,124,NWE,Ben Coates,No,TE,TE,24,22,2000,2,5,7,42,42,158,,,,,,3,-4,0,499,5555,50,,,Livingstone,,
1991Kerry Cash,CashKe01,1991,5,125,IND,Kerry Cash,No,TE,TE,9,22,1996,0,0,4,8,6,71,,,,,,,,,132,1427,9,,,Texas,,
1991Reggie Jones,JoneRe20,1991,5,126,NOR,Reggie Jones,No,DB,DB,11,22,1994,0,0,1,11,11,41,,,,,,,,,,,,6,1,Memphis,,
1991Floyd Fields,FielFl20,1991,5,127,SDG,Floyd Fields,No,DB,DB,6,22,1993,0,0,1,6,6,30,,,,,,,,,,,,1,,Arizona St.,,
1991Harlan Davis,,1991,5,128,SEA,Harlan Davis,No,DB,DB,0,,,0,0,0,,,,,,,,,,,,,,,,,Tennessee,,
1991Gary Wellman,WellGa00,1991,5,129,HOU,Gary Wellman,No,WR,WR,5,24,1994,0,0,0,5,5,28,,,,,,3,3,0,41,542,1,,,USC,,
1991Mike Arthur,ArthMi20,1991,5,130,CIN,Mike Arthur,No,C,C,20,23,1996,0,0,3,19,8,64,,,,,,,,,,,,,,Texas A&M,,
1991Craig Erickson,EricCr00,1991,5,131,PHI,Craig Erickson,No,QB,QB,21,22,1997,0,0,2,21,,52,591,1092,7625,41,38,77,201,1,,,,,,Miami (FL),,
1991Darrick Brownlow,BrowDa24,1991,5,132,DAL,Darrick Brownlow,No,LB,LB,6,22,1996,0,0,1,6,2,95,,,,,,,,,,,,,,Illinois,,
1991Charles Mincy,MincCh20,1991,5,133,KAN,Charles Mincy,No,DB,DB,20,21,1999,0,0,3,33,13,114,,,,,,,,,,,,23,,Washington,,
1991Anthony Morgan,MorgAn00,1991,5,134,CHI,Anthony Morgan,No,WR,WR,14,23,1996,0,0,0,13,6,64,,,,,,6,86,0,87,1283,12,,,Tennessee,,
1991Jeff Fite,,1991,5,135,GNB,Jeff Fite,No,P,P,0,,,0,0,0,,,,,,,,,,,,,,,,,Memphis,,
1991Tim Ryan,RyanTi21,1991,5,136,TAM,Tim Ryan,No,G,G,2,23,1993,0,0,0,2,2,37,,,,,,,,,,,,,,Notre Dame,,
1991Harry Boatswain,BoatHa20,1991,5,137,SFO,Harry Boatswain,No,G,G,16,22,1996,0,0,0,14,9,74,,,,,,,,,,,,,,New Haven,,
1991Shawn Wilbourn,,1991,5,138,BUF,Shawn Wilbourn,No,DB,DB,0,,,0,0,0,,,,,,,,,,,,,,,,,Long Beach St.,,
1991Anthony Moss,,1991,5,139,NYG,Anthony Moss,No,LB,LB,0,,,0,0,0,,,,,,,,,,,,,,,,,Florida St.,,
1991David Key,KeyxDa20,1991,6,140,NWE,David Key,No,DB,DB,0,23,1991,0,0,0,0,0,3,,,,,,,,,,,,,,Michigan,,
1991Michael Jackson,JackMi00,1991,6,141,CLE,Michael Jackson,No,WR,WR,26,22,1998,0,0,7,43,21,114,1,4,25,0,1,2,22,0,353,5393,46,,,Southern Miss,,
1991Nick Subis,SubiNi20,1991,6,142,DEN,Nick Subis,No,T,T,1,23,1991,0,0,0,1,1,16,,,,,,,,,,,,,,San Diego St.,,
1991Neal Fort,,1991,6,143,RAM,Neal Fort,No,T,T,0,,,0,0,0,,,,,,,,,,,,,,,,,BYU,,
1991Eduardo Vega,,1991,6,144,PHO,Eduardo Vega,No,T,T,0,,,0,0,0,,,,,,,,,,,,,,,,,Memphis,,
1991Erric Pegram,PegrEr00,1991,6,145,ATL,Erric Pegram,No,RB,RB,24,22,1997,0,0,3,29,16,103,,,,,,855,3398,13,116,833,1,,,North Texas,,
1991Nolan Harrison,HarrNo20,1991,6,146,RAI,Nolan Harrison,No,DE,DE,27,22,2000,0,0,4,35,26,128,,,,,,,,,,,,,22,Indiana,,
1991Rhett Hall,HallRh20,1991,6,147,TAM,Rhett Hall,No,DT,DT,4,22,1998,0,0,2,19,1,68,,,,,,,,,,,,1,18.5,California,,
1991Blaise Bryant,,1991,6,148,NYJ,Blaise Bryant,No,RB,RB,0,,,0,0,0,,,,,,,,,,,,,,,,,Iowa St.,,
1991Walter Dean,DeanWa20,1991,6,149,GNB,Walter Dean,No,RB,RB,0,23,1991,0,0,0,0,0,9,,,,,,,,,,,,,,Grambling St.,,
1991Jimmy Laister,,1991,6,150,SDG,Jimmy Laister,No,T,T,0,,,0,0,0,,,,,,,,,,,,,,,,,Oregon Tech,,
1991Richie Andrews,,1991,6,151,DET,Richie Andrews,No,K,K,0,,,0,0,0,,,,,,,,,,,,,,,,,Florida St.,,
1991Mel Agee,AgeeMe20,1991,6,152,IND,Mel Agee,No,DE,DE,8,22,1995,0,0,0,8,1,54,,,,,,,,,,,,,2.5,Illinois,,
1991Mike Sullivan,SullMi20,1991,6,153,DAL,Mike Sullivan,No,G,G,6,23,1995,0,0,0,6,,48,,,,,,,,,,,,,,Miami (FL),,
1991Fred McAfee,McAfFr00,1991,6,154,NOR,Fred McAfee,No,RB,RB,8,23,2006,0,1,0,9,6,194,,,,,,304,1273,8,35,211,0,,,Mississippi Col.,,
1991Michael Sinclair,SincMi00,1991,6,155,SEA,Michael Sinclair,No,DE,DE,22,23,2002,0,3,6,58,58,148,,,,,,,,,,,,,73.5,East. New Mexico,,
1991Andy Harmon,HarmAn20,1991,6,156,PHI,Andy Harmon,No,DT,DT,39,22,1997,0,0,4,37,37,86,,,,,,,,,,,,1,39.5,Kent St.,,
1991Richard Fain,FainRi20,1991,6,157,CIN,Richard Fain,No,DB,DB,4,23,1992,0,0,0,4,1,24,,,,,,,,,,,,1,,Florida,,
1991Leroy Thompson,ThomLe00,1991,6,158,PIT,Leroy Thompson,No,RB,RB,19,22,1996,0,0,0,18,11,80,,,,,,404,1390,6,153,1193,5,,,Penn St.,,
1991Dennis Ransom,,1991,6,159,WAS,Dennis Ransom,No,TE,TE,0,,,0,0,0,,,,,,,,,,,,,,,,,Texas A&M,,
1991Mike Riley,,1991,6,160,NYJ,Mike Riley,No,DB,DB,0,,,0,0,0,,,,,,,,,,,,,,,,,Tulane,,
1991Darren Lewis,LewiDa00,1991,6,161,CHI,Darren Lewis,No,RB,RB,5,22,1993,0,0,0,5,5,33,,,,,,112,431,4,22,201,0,,,Texas A&M,,
1991Darrell Malone,MaloDa20,1991,6,162,KAN,Darrell Malone,No,DB,DB,2,23,1994,0,0,0,2,0,29,,,,,,,,,,,,1,,Jacksonville St.,,
1991Todd Scott,ScotTo01,1991,6,163,MIN,Todd Scott,No,DB,DB,27,23,1997,0,1,4,27,21,83,,,,,,,,,,,,7,1,La-Lafayette,,
1991Joe Garten,,1991,6,164,GNB,Joe Garten,No,C,C,0,,,0,0,0,,,,,,,,,,,,,,,,,Colorado,,
1991Scott Bowles,,1991,6,165,SFO,Scott Bowles,No,T,T,0,,,0,0,0,,,,,,,,,,,,,,,,,North Texas,,
1991Millard Hamilton,,1991,6,166,BUF,Millard Hamilton,No,WR,WR,0,,,0,0,0,,,,,,,,,,,,,,,,,,,
1991Corey Miller,MillCo20,1991,6,167,NYG,Corey Miller,No,LB,LB,26,22,1999,0,0,5,35,35,110,,,,,,,,,,,,7,14,South Carolina,,
1991Blake Miller,MillBl21,1991,7,168,NWE,Blake Miller,No,C,C,3,23,1992,0,0,0,3,,14,,,,,,,,,,,,,,LSU,,
1991Frank Blevins,,1991,7,169,GNB,Frank Blevins,No,LB,LB,0,,,0,0,0,,,,,,,,,,,,,,,,,Oklahoma,,
1991Tyrone Shelton,,1991,7,170,RAM,Tyrone Shelton,No,RB,RB,0,,,0,0,0,,,,,,,,,,,,,,,,,William & Mary,,
1991Ivory Lee Brown,BrowIv00,1991,7,171,PHO,Ivory Lee Brown,No,RB,RB,2,22,1992,0,0,0,2,2,7,,,,,,68,194,2,7,54,0,,,Ark-Pine Bluff,,
1991Brian Mitchell,MitcBr21,1991,7,172,ATL,Brian Mitchell,No,DB,DB,2,22,1993,0,0,0,2,2,36,,,,,,,,,,,,1,2,BYU,,
1991Leon Lett,LettLe00,1991,7,173,DAL,Leon Lett,No,DT,DT,21,22,2001,0,2,4,39,38,121,,,,,,,,,,,,,22.5,Emporia St.,,
1991Calvin Tiggle,TiggCa20,1991,7,174,TAM,Calvin Tiggle,No,LB,LB,3,22,1992,0,0,0,3,3,24,,,,,,,,,,,,,1,Georgia Tech,,
1991Doug Parrish,,1991,7,175,NYJ,Doug Parrish,No,DB,DB,0,,,0,0,0,,,,,,,,,,,,,,,,,San Francisco St.,,
1991Reggie Burnette,BurnRe20,1991,7,176,GNB,Reggie Burnette,No,LB,LB,3,22,1993,0,0,0,3,0,23,,,,,,,,,,,,,,Houston,,
1991David Jones,JoneDa24,1991,7,177,SDG,David Jones,No,TE,TE,0,22,1992,0,0,0,0,,16,,,,,,,,,2,29,0,,,Delaware St.,,
1991Franklin Thomas,,1991,7,178,DET,Franklin Thomas,No,TE,TE,0,,,0,0,0,,,,,,,,,,,,,,,,,Grambling St.,,
1991Scotty Reagan,,1991,7,179,MIN,Scotty Reagan,No,DT,DT,0,,,0,0,0,,,,,,,,,,,,,,,,,Humboldt St.,,
1991Tripp Welborne,WelbTr20,1991,7,180,MIN,Tripp Welborne,No,DB,DB,0,22,1992,0,0,0,0,0,2,,,,,,,,,,,,,,Michigan,,
1991James Bradley,,1991,7,181,IND,James Bradley,No,WR,WR,0,,,0,0,0,,,,,,,,,,,,,,,,,Michigan St.,,
1991Hayward Haynes,,1991,7,182,NOR,Hayward Haynes,No,G,G,0,,,0,0,0,,,,,,,,,,,,,,,,,Florida St.,,
1991Kyle Freeman,,1991,7,183,HOU,Kyle Freeman,No,LB,LB,0,,,0,0,0,,,,,,,,,,,,,,,,,Angelo St.,,
1991Fernandus Vinson,VinsFe20,1991,7,184,CIN,Fernandus Vinson,No,DB,DB,8,22,1994,0,0,0,8,8,58,,,,,,,,,,,,,1,North Carolina St.,,
1991Andre Jones,JoneAn20,1991,7,185,PIT,Andre Jones,No,LB,LB,0,22,1992,0,0,0,0,,6,,,,,,,,,,,,,,Notre Dame,,
1991Mark Tucker,TuckMa20,1991,7,186,ATL,Mark Tucker,No,G,G,2,23,1994,0,0,0,2,,16,,,,,,,,,,,,,,USC,,
1991James Joseph,JoseJa00,1991,7,187,PHI,James Joseph,No,RB,RB,11,23,1995,0,0,0,10,10,78,,,,,,250,823,4,102,817,3,,,Auburn,,
1991Keith Cash,CashKe00,1991,7,188,WAS,Keith Cash,No,TE,TE,11,22,1996,0,0,1,11,,64,,,,,,1,0,0,118,1136,10,,,Texas,,
1991Bernard Ellison,,1991,7,189,KAN,Bernard Ellison,No,DB,DB,0,,,0,0,0,,,,,,,,,,,,,,,,,Nevada,,
1991Paul Justin,JustPa00,1991,7,190,CHI,Paul Justin,No,QB,QB,8,23,1999,0,0,0,8,,34,220,380,2614,8,10,17,11,0,,,,,,Arizona St.,,
1991Chris Green,GreeCh20,1991,7,191,MIA,Chris Green,No,DB,DB,5,23,1995,0,0,0,4,4,66,,,,,,,,,,,,2,,Illinois,,
1991Terry Beauford,,1991,7,192,SDG,Terry Beauford,No,G,G,0,,,0,0,0,,,,,,,,,,,,,,,,,Florida A&M,,
1991Sheldon Canley,CanlSh20,1991,7,193,SFO,Sheldon Canley,No,RB,RB,0,23,1992,0,0,0,0,,1,,,,,,4,9,0,0,0,0,,,San Jose St.,,
1991Amir Rasul,,1991,7,194,BUF,Amir Rasul,No,RB,RB,0,,,0,0,0,,,,,,,,,,,,,,,,,Florida A&M,,
1991Simmie Carter,,1991,7,195,NYG,Simmie Carter,No,DB,DB,0,,,0,0,0,,,,,,,,,,,,,,,,,Southern Miss,,
1991Harry Colon,ColoHa20,1991,8,196,NWE,Harry Colon,No,DB,DB,19,22,1997,0,0,3,19,6,87,,,,,,,,,,,,6,1,Missouri,,
1991Frank Conover,ConoFr20,1991,8,197,CLE,Frank Conover,No,DT,DT,1,23,1991,0,0,0,1,1,4,,,,,,,,,,,,,1,Syracuse,,
1991Greg Amsler,,1991,8,198,PHO,Greg Amsler,No,RB,RB,0,,,0,0,0,,,,,,,,,,,,,,,,,Tennessee,,
1991Randy Austin,,1991,8,199,ATL,Randy Austin,No,TE,TE,0,,,0,0,0,,,,,,,,,,,,,,,,,UCLA,,
1991Kenny Walker,WalkKe20,1991,8,200,DEN,Kenny Walker,No,DE,DE,9,24,1992,0,0,1,9,9,31,,,,,,,,,,,,,4.5,Nebraska,,
1991Pat Tyrance,,1991,8,201,RAM,Pat Tyrance,No,LB,LB,0,,,0,0,0,,,,,,,,,,,,,,,,,Nebraska,,
1991Tim James,,1991,8,202,NYJ,Tim James,No,DB,DB,0,,,0,0,0,,,,,,,,,,,,,,,,,Colorado,,
1991Johnny Walker,,1991,8,203,GNB,Johnny Walker,No,WR,WR,0,,,0,0,0,,,,,,,,,,,,,,,,,Texas,,
1991Jerry Evans,EvanJe00,1991,8,204,PHO,Jerry Evans,No,TE,TE,2,23,1995,0,0,1,2,,43,,,,,,,,,25,251,3,,,Toledo,,
1991Cedric Jackson,JackCe20,1991,8,205,DET,Cedric Jackson,No,RB,RB,0,23,1991,0,0,0,0,0,8,,,,,,17,55,0,1,-2,0,,,TCU,,
1991Reggie Johnson,,1991,8,206,MIN,Reggie Johnson,No,DE,DE,0,,,0,0,0,,,,,,,,,,,,,,,,,Arizona,,
1991Marty Carter,CartMa20,1991,8,207,TAM,Marty Carter,No,DB,DB,25,21,2001,0,0,9,43,12,161,,,,,,,,,1,21,0,13,6,Middle Tenn. St.,,
1991Tim Bruton,,1991,8,208,IND,Tim Bruton,No,TE,TE,0,,,0,0,0,,,,,,,,,,,,,,,,,Missouri,,
1991Scott Evans,EvanSc20,1991,8,209,PHO,Scott Evans,No,DE,DE,0,23,1991,0,0,0,0,0,1,,,,,,,,,,,,,,Oklahoma,,
1991Frank Wainright,WainFr00,1991,8,210,NOR,Frank Wainright,No,TE,TE,2,23,2000,0,0,0,2,2,121,,,,,,,,,11,148,1,,,Northern Colorado,,
1991Mike Dingle,DingMi00,1991,8,211,CIN,Mike Dingle,No,RB,RB,1,22,1991,0,0,0,1,1,8,,,,,,21,91,0,5,23,1,,,South Carolina,,
1991Dean Dingman,,1991,8,212,PIT,Dean Dingman,No,G,G,0,,,0,0,0,,,,,,,,,,,,,,,,,Michigan,,
1991Brian Jones,JoneBr20,1991,8,213,RAI,Brian Jones,No,LB,LB,5,23,1998,0,0,1,7,,44,,,,,,,,,,,,,1,Texas,,
1991Gary Brown,BrowGa00,1991,8,214,HOU,Gary Brown,No,RB,RB,17,22,1999,0,0,3,27,15,99,,,,,,1032,4300,21,84,631,3,,,Penn St.,,
1991Jimmy Spencer,SpenJi21,1991,8,215,WAS,Jimmy Spencer,No,DB,DB,23,22,2003,0,0,4,33,,177,,,,,,,,,,,,26,1,Florida,,
1991Scott Kowalkowski,KowaSc20,1991,8,216,PHI,Scott Kowalkowski,No,LB,LB,4,23,2001,0,0,0,8,1,158,,,,,,,,,,,,1,1,Notre Dame,,
1991Larry Horton,,1991,8,217,CHI,Larry Horton,No,DB,DB,0,,,0,0,0,,,,,,,,,,,,,,,,,Texas A&M,,
1991Tom Dohring,DohrTo20,1991,8,218,KAN,Tom Dohring,No,T,T,1,23,1992,0,0,0,1,1,3,,,,,,,,,,,,,,Michigan,,
1991Todd Woulard,,1991,8,219,RAI,Todd Woulard,No,LB,LB,0,,,0,0,0,,,,,,,,,,,,,,,,,Alabama A&M,,
1991Roland Smith,,1991,8,220,MIA,Roland Smith,No,DB,DB,0,,,0,0,0,,,,,,,,,,,,,,,,,Miami (FL),,
1991Tony Hargain,HargTo00,1991,8,221,SFO,Tony Hargain,No,WR,WR,2,23,1992,0,0,0,2,,12,,,,,,,,,17,205,0,,,Oregon,,
1991Brad Lamb,LambBr00,1991,8,222,BUF,Brad Lamb,No,WR,WR,2,23,1993,0,0,0,2,2,8,,,,,,,,,7,139,0,,,Anderson (IN),,
1991Lamar McGriggs,McGrLa21,1991,8,223,NYG,Lamar McGriggs,No,DB,DB,10,23,1994,0,0,1,9,5,57,,,,,,,,,,,,2,,West. Illinois,,
1991O'Neil Glenn,,1991,9,224,NWE,O'Neil Glenn,No,G,G,0,,,0,0,0,,,,,,,,,,,,,,,,,Maryland,,
1991Raymond Irvin,,1991,9,225,CLE,Raymond Irvin,No,DB,DB,0,,,0,0,0,,,,,,,,,,,,,,,,,Central Florida,,
1991Ernie Logan,LogaEr20,1991,9,226,ATL,Ernie Logan,No,NT,DT,6,23,2000,0,0,2,27,1,119,,,,,,,,,,,,,11,East Carolina,,
1991Don Gibson,,1991,9,227,DEN,Don Gibson,No,DT,DT,0,,,0,0,0,,,,,,,,,,,,,,,,,USC,,
1991Jeff Fields,FielJe20,1991,9,228,RAM,Jeff Fields,No,DT,DT,0,24,1995,0,0,0,0,,2,,,,,,,,,,,,,,Arkansas St.,,
1991Dean Witkowski,,1991,9,229,GNB,Dean Witkowski,No,LB,LB,0,,,0,0,0,,,,,,,,,,,,,,,,,North Dakota,,
1991Andy Katoa,,1991,9,230,SDG,Andy Katoa,No,LB,LB,0,,,0,0,0,,,,,,,,,,,,,,,,,Southern Oregon,,
1991Darryl Milburn,MilbDa20,1991,9,231,DET,Darryl Milburn,No,DE,DE,0,22,1991,0,0,0,0,0,2,,,,,,,,,,,,,,Grambling St.,,
1991Gerald Hudson,,1991,9,232,MIN,Gerald Hudson,No,RB,RB,0,,,0,0,0,,,,,,,,,,,,,,,,,Oklahoma St.,,
1991Treamelle Taylor,,1991,9,233,TAM,Treamelle Taylor,No,WR,WR,0,,,0,0,0,,,,,,,,,,,,,,,,,Nevada,,
1991Paul Glonek,,1991,9,234,NYJ,Paul Glonek,No,DT,DT,0,,,0,0,0,,,,,,,,,,,,,,,,,Arizona,,
1991Damon Mays,MaysDa20,1991,9,235,DAL,Damon Mays,No,WR,WR,0,23,1993,0,0,0,0,,2,,,,,,,,,,,,,,Missouri,,
1991Howard Griffith,GrifHo00,1991,9,236,IND,Howard Griffith,No,RB,RB,5,23,2000,0,0,5,8,,121,,,,,,121,351,3,122,844,9,,,Illinois,,
1991Anthony Wallace,,1991,9,237,NOR,Anthony Wallace,No,RB,RB,0,,,0,0,0,,,,,,,,,,,,,,,,,California,,
1991Bruce McGonnigal,McGoBr20,1991,9,238,PIT,Bruce McGonnigal,No,TE,TE,0,23,1991,0,0,0,0,,2,,,,,,,,,,,,,,Virginia,,
1991Shawn Wiggins,,1991,9,239,CLE,Shawn Wiggins,No,WR,WR,0,,,0,0,0,,,,,,,,,,,,,,,,,Wyoming,,
1991Shawn Jefferson,JeffSh00,1991,9,240,HOU,Shawn Jefferson,No,WR,WR,22,22,2003,0,0,7,53,,195,,,,,,15,146,0,470,7023,29,,,Central Florida,,
1991Shane Garrett,GarrSh20,1991,9,241,CIN,Shane Garrett,No,WR,WR,0,23,1991,0,0,0,0,0,4,,,,,,,,,3,32,0,,,Texas A&M,,
1991Chuck Weatherspoon,WeatCh20,1991,9,242,PHI,Chuck Weatherspoon,No,RB,RB,0,23,1991,0,0,0,0,,4,,,,,,,,,,,,,,Houston,,
1991Charles Bell,,1991,9,243,WAS,Charles Bell,No,DB,DB,0,,,0,0,0,,,,,,,,,,,,,,,,,Baylor,,
1991Robbie Keen,,1991,9,244,KAN,Robbie Keen,No,K,K,0,,,0,0,0,,,,,,,,,,,,,,,,,California,,
1991Mike Stonebreaker,StonMi21,1991,9,245,CHI,Mike Stonebreaker,No,LB,LB,1,24,1994,0,0,0,1,1,18,,,,,,,,,,,,,,Notre Dame,,
1991Scott Miller,MillSc00,1991,9,246,MIA,Scott Miller,No,WR,WR,2,22,1996,0,0,0,3,3,55,,,,,,,,,21,274,1,,,UCLA,,
1991Tahaun Lewis,LewiTa20,1991,9,247,RAI,Tahaun Lewis,No,DB,DB,1,23,1992,0,0,0,1,,9,,,,,,,,,,,,,,Nebraska,,
1991Louis Riddick,RiddLo20,1991,9,248,SFO,Louis Riddick,No,DB,DB,5,22,1998,0,0,0,6,,94,,,,,,,,,1,25,0,,2,Pittsburgh,,
1991Mark Maddox,MaddMa20,1991,9,249,BUF,Mark Maddox,No,LB,LB,21,23,2000,0,0,3,22,20,111,,,,,,,,,,,,2,2.5,Northern Michigan,,
